HAY2201,31/12/2019,1,19.27,Final
HAY2201,31/12/2019,2,19.22,Final
HAY2201,31/12/2019,3,19.18,Final
HAY2201,31/12/2019,4,18.72,Final
HAY2201,31/12/2019,5,14.07,Final
HAY2201,31/12/2019,6,14.07,Final
HAY2201,31/12/2019,7,7.18,Final
HAY2201,31/12/2019,8,7.38,Final
HAY2201,31/12/2019,9,7.12,Final
HAY2201,31/12/2019,10,7.22,Final
HAY2201,31/12/2019,11,6.78,Final
HAY2201,31/12/2019,12,7.3,Final
HAY2201,31/12/2019,13,7.33,Final
HAY2201,31/12/2019,14,7.34,Final
HAY2201,31/12/2019,15,7.15,Final
HAY2201,31/12/2019,16,6.09,Final
HAY2201,31/12/2019,17,6.97,Final
HAY2201,31/12/2019,18,34.89,Final
HAY2201,31/12/2019,19,54.71,Final
HAY2201,31/12/2019,20,47.21,Final
HAY2201,31/12/2019,21,47.03,Final
HAY2201,31/12/2019,22,44.79,Final
HAY2201,31/12/2019,23,44.81,Final
HAY2201,31/12/2019,24,45.37,Final
HAY2201,31/12/2019,25,27.61,Final
HAY2201,31/12/2019,26,22.17,Final
HAY2201,31/12/2019,27,24.57,Final
HAY2201,31/12/2019,28,21.77,Final
HAY2201,31/12/2019,29,21.75,Final
HAY2201,31/12/2019,30,21.78,Final
HAY2201,31/12/2019,31,21.78,Final
HAY2201,31/12/2019,32,24.43,Final
HAY2201,31/12/2019,33,24.43,Final
HAY2201,31/12/2019,34,24.46,Final
HAY2201,31/12/2019,35,36.87,Final
HAY2201,31/12/2019,36,33.44,Final
HAY2201,31/12/2019,37,16.49,Final
HAY2201,31/12/2019,38,16.52,Final
HAY2201,31/12/2019,39,16.41,Final
HAY2201,31/12/2019,40,16.41,Final
HAY2201,31/12/2019,41,11.06,Final
HAY2201,31/12/2019,42,9.52,Final
HAY2201,31/12/2019,43,4.83,Final
HAY2201,31/12/2019,44,4.9,Final
HAY2201,31/12/2019,45,4.92,Final
HAY2201,31/12/2019,46,4.94,Final
HAY2201,31/12/2019,47,7.34,Final
HAY2201,31/12/2019,48,15.14,Final
HAY2201,30/12/2019,1,4.95,Final
HAY2201,30/12/2019,2,4.93,Final
HAY2201,30/12/2019,3,0.49,Final
HAY2201,30/12/2019,4,4.1,Final
HAY2201,30/12/2019,5,4.1,Final
HAY2201,30/12/2019,6,4.95,Final
HAY2201,30/12/2019,7,6.14,Final
HAY2201,30/12/2019,8,6.14,Final
HAY2201,30/12/2019,9,6.17,Final
HAY2201,30/12/2019,10,10.01,Final
HAY2201,30/12/2019,11,20.26,Final
HAY2201,30/12/2019,12,20.17,Final
HAY2201,30/12/2019,13,20.68,Final
HAY2201,30/12/2019,14,18.1,Final
HAY2201,30/12/2019,15,10.1,Final
HAY2201,30/12/2019,16,5.2,Final
HAY2201,30/12/2019,17,7.3,Final
HAY2201,30/12/2019,18,17.46,Final
HAY2201,30/12/2019,19,21.19,Final
HAY2201,30/12/2019,20,14.84,Final
HAY2201,30/12/2019,21,16.19,Final
HAY2201,30/12/2019,22,14.82,Final
HAY2201,30/12/2019,23,14.8,Final
HAY2201,30/12/2019,24,14.81,Final
HAY2201,30/12/2019,25,16.19,Final
HAY2201,30/12/2019,26,14.84,Final
HAY2201,30/12/2019,27,14.84,Final
HAY2201,30/12/2019,28,7.48,Final
HAY2201,30/12/2019,29,7.29,Final
HAY2201,30/12/2019,30,7.29,Final
HAY2201,30/12/2019,31,14.8,Final
HAY2201,30/12/2019,32,16.19,Final
HAY2201,30/12/2019,33,14.81,Final
HAY2201,30/12/2019,34,14.82,Final
HAY2201,30/12/2019,35,18.95,Final
HAY2201,30/12/2019,36,29.93,Final
HAY2201,30/12/2019,37,21.59,Final
HAY2201,30/12/2019,38,21.2,Final
HAY2201,30/12/2019,39,21.22,Final
HAY2201,30/12/2019,40,21.2,Final
HAY2201,30/12/2019,41,21.2,Final
HAY2201,30/12/2019,42,21.18,Final
HAY2201,30/12/2019,43,19.71,Final
HAY2201,30/12/2019,44,19.01,Final
HAY2201,30/12/2019,45,7.6,Final
HAY2201,30/12/2019,46,6.23,Final
HAY2201,30/12/2019,47,4.72,Final
HAY2201,30/12/2019,48,7.16,Final
HAY2201,29/12/2019,1,4.79,Final
HAY2201,29/12/2019,2,0.27,Final
HAY2201,29/12/2019,3,6.97,Final
HAY2201,29/12/2019,4,7,Final
HAY2201,29/12/2019,5,7.01,Final
HAY2201,29/12/2019,6,6.23,Final
HAY2201,29/12/2019,7,4.81,Final
HAY2201,29/12/2019,8,4.81,Final
HAY2201,29/12/2019,9,4.74,Final
HAY2201,29/12/2019,10,4.83,Final
HAY2201,29/12/2019,11,7,Final
HAY2201,29/12/2019,12,0.27,Final
HAY2201,29/12/2019,13,0.25,Final
HAY2201,29/12/2019,14,0.5,Final
HAY2201,29/12/2019,15,0.11,Final
HAY2201,29/12/2019,16,0.05,Final
HAY2201,29/12/2019,17,0.5,Final
HAY2201,29/12/2019,18,1.25,Final
HAY2201,29/12/2019,19,1.26,Final
HAY2201,29/12/2019,20,1.2,Final
HAY2201,29/12/2019,21,4.55,Final
HAY2201,29/12/2019,22,4.78,Final
HAY2201,29/12/2019,23,5.8,Final
HAY2201,29/12/2019,24,7.33,Final
HAY2201,29/12/2019,25,6.81,Final
HAY2201,29/12/2019,26,4.71,Final
HAY2201,29/12/2019,27,1.23,Final
HAY2201,29/12/2019,28,1.2,Final
HAY2201,29/12/2019,29,4.57,Final
HAY2201,29/12/2019,30,1.26,Final
HAY2201,29/12/2019,31,1.27,Final
HAY2201,29/12/2019,32,4.68,Final
HAY2201,29/12/2019,33,4.71,Final
HAY2201,29/12/2019,34,4.72,Final
HAY2201,29/12/2019,35,4.76,Final
HAY2201,29/12/2019,36,4.76,Final
