HAY2201,01/01/2015,1,75.78,02/01/2015 07:30:05,F
HAY2201,01/01/2015,2,62.13,02/01/2015 07:30:05,F
HAY2201,01/01/2015,3,59.58,02/01/2015 07:30:05,F
HAY2201,01/01/2015,4,56.16,02/01/2015 07:30:05,F
HAY2201,01/01/2015,5,54.58,02/01/2015 07:30:05,F
HAY2201,01/01/2015,6,52.03,02/01/2015 07:30:05,F
HAY2201,01/01/2015,7,54.58,02/01/2015 07:30:05,F
HAY2201,01/01/2015,8,54.58,02/01/2015 07:30:05,F
HAY2201,01/01/2015,9,41.34,02/01/2015 07:30:05,F
HAY2201,01/01/2015,10,51,02/01/2015 07:30:05,F
HAY2201,01/01/2015,11,51.71,02/01/2015 07:30:05,F
HAY2201,01/01/2015,12,51.68,02/01/2015 07:30:05,F
HAY2201,01/01/2015,13,32.13,02/01/2015 07:30:05,F
HAY2201,01/01/2015,14,30.59,02/01/2015 07:30:05,F
HAY2201,01/01/2015,15,19.96,02/01/2015 07:30:05,F
HAY2201,01/01/2015,16,31.11,02/01/2015 07:30:05,F
HAY2201,01/01/2015,17,44.52,02/01/2015 07:30:05,F
HAY2201,01/01/2015,18,44.12,02/01/2015 07:30:05,F
HAY2201,01/01/2015,19,31.35,02/01/2015 07:30:05,F
HAY2201,01/01/2015,20,40.62,02/01/2015 07:30:05,F
HAY2201,01/01/2015,21,55.42,02/01/2015 07:30:05,F
HAY2201,01/01/2015,22,56.81,02/01/2015 07:30:05,F
HAY2201,01/01/2015,23,56.85,02/01/2015 07:30:05,F
HAY2201,01/01/2015,24,58.49,02/01/2015 07:30:05,F
HAY2201,01/01/2015,25,58.64,02/01/2015 07:30:05,F
HAY2201,01/01/2015,26,59.94,02/01/2015 07:30:05,F
HAY2201,01/01/2015,27,64.83,02/01/2015 07:30:05,F
HAY2201,01/01/2015,28,61.33,02/01/2015 07:30:05,F
HAY2201,01/01/2015,29,78.85,02/01/2015 07:30:05,F
HAY2201,01/01/2015,30,77.46,02/01/2015 07:30:05,F
HAY2201,01/01/2015,31,79.87,02/01/2015 07:30:05,F
HAY2201,01/01/2015,32,84.14,02/01/2015 07:30:05,F
HAY2201,01/01/2015,33,80.51,02/01/2015 07:30:05,F
HAY2201,01/01/2015,34,81.62,02/01/2015 07:30:05,F
HAY2201,01/01/2015,35,78.51,02/01/2015 07:30:05,F
HAY2201,01/01/2015,36,82.92,02/01/2015 07:30:05,F
HAY2201,01/01/2015,37,78.79,02/01/2015 07:30:05,F
HAY2201,01/01/2015,38,72.55,02/01/2015 07:30:05,F
HAY2201,01/01/2015,39,72.76,02/01/2015 07:30:05,F
HAY2201,01/01/2015,40,73.05,02/01/2015 07:30:05,F
HAY2201,01/01/2015,41,59.26,02/01/2015 07:30:05,F
HAY2201,01/01/2015,42,58.51,02/01/2015 07:30:05,F
HAY2201,01/01/2015,43,77.46,02/01/2015 07:30:05,F
HAY2201,01/01/2015,44,81.47,02/01/2015 07:30:05,F
HAY2201,01/01/2015,45,85.55,02/01/2015 07:30:05,F
HAY2201,01/01/2015,46,76.67,02/01/2015 07:30:05,F
HAY2201,01/01/2015,47,79.11,02/01/2015 07:30:05,F
HAY2201,01/01/2015,48,75.09,02/01/2015 07:30:05,F
HAY2201,03/01/2015,1,64.04,04/01/2015 07:30:06,F
HAY2201,03/01/2015,2,61.47,04/01/2015 07:30:06,F
HAY2201,03/01/2015,3,62.27,04/01/2015 07:30:06,F
HAY2201,03/01/2015,4,55.76,04/01/2015 07:30:06,F
HAY2201,03/01/2015,5,58.77,04/01/2015 07:30:06,F
HAY2201,03/01/2015,6,58.03,04/01/2015 07:30:06,F
HAY2201,03/01/2015,7,58.46,04/01/2015 07:30:06,F
HAY2201,03/01/2015,8,55.41,04/01/2015 07:30:06,F
HAY2201,03/01/2015,9,55.41,04/01/2015 07:30:06,F
HAY2201,03/01/2015,10,57.86,04/01/2015 07:30:06,F
HAY2201,03/01/2015,11,72.31,04/01/2015 07:30:06,F
HAY2201,03/01/2015,12,63.41,04/01/2015 07:30:06,F
HAY2201,03/01/2015,13,63.23,04/01/2015 07:30:06,F
HAY2201,03/01/2015,14,60.24,04/01/2015 07:30:06,F
HAY2201,03/01/2015,15,59.45,04/01/2015 07:30:06,F
HAY2201,03/01/2015,16,64.9,04/01/2015 07:30:06,F
HAY2201,03/01/2015,17,57.89,04/01/2015 07:30:06,F
HAY2201,03/01/2015,18,57.17,04/01/2015 07:30:06,F
HAY2201,03/01/2015,19,56.86,04/01/2015 07:30:06,F
