HAY2201,01/01/2016,1,64.63,02/01/2016 08:52:14,F
HAY2201,01/01/2016,2,69.11,02/01/2016 08:52:14,F
HAY2201,01/01/2016,3,75.77,02/01/2016 08:52:14,F
HAY2201,01/01/2016,4,75.56,02/01/2016 08:52:14,F
HAY2201,01/01/2016,5,68.56,02/01/2016 08:52:14,F
HAY2201,01/01/2016,6,74.51,02/01/2016 08:52:14,F
HAY2201,01/01/2016,7,69.62,02/01/2016 08:52:14,F
HAY2201,01/01/2016,8,66.7,02/01/2016 08:52:14,F
HAY2201,01/01/2016,9,63.63,02/01/2016 08:52:14,F
HAY2201,01/01/2016,10,63.5,02/01/2016 08:52:14,F
HAY2201,01/01/2016,11,69.47,02/01/2016 08:52:14,F
HAY2201,01/01/2016,12,65.94,02/01/2016 08:52:14,F
HAY2201,01/01/2016,13,65.73,02/01/2016 08:52:14,F
HAY2201,01/01/2016,14,55.48,02/01/2016 08:52:14,F
HAY2201,01/01/2016,15,35.27,02/01/2016 08:52:14,F
HAY2201,01/01/2016,16,30.22,02/01/2016 08:52:14,F
HAY2201,01/01/2016,17,30.23,02/01/2016 08:52:14,F
HAY2201,01/01/2016,18,17.42,02/01/2016 08:52:14,F
HAY2201,01/01/2016,19,34.27,02/01/2016 08:52:14,F
HAY2201,01/01/2016,20,49.44,02/01/2016 08:52:14,F
HAY2201,01/01/2016,21,52.21,02/01/2016 08:52:14,F
HAY2201,01/01/2016,22,54.35,02/01/2016 08:52:14,F
HAY2201,01/01/2016,23,60.4,02/01/2016 08:52:14,F
HAY2201,01/01/2016,24,62.9,02/01/2016 08:52:14,F
HAY2201,01/01/2016,25,59.45,02/01/2016 08:52:14,F
HAY2201,01/01/2016,26,72.59,02/01/2016 08:52:14,F
HAY2201,01/01/2016,27,76.22,02/01/2016 08:52:14,F
HAY2201,01/01/2016,28,76.03,02/01/2016 08:52:14,F
HAY2201,01/01/2016,29,74.04,02/01/2016 08:52:14,F
HAY2201,01/01/2016,30,72.77,02/01/2016 08:52:14,F
HAY2201,01/01/2016,31,74.16,02/01/2016 08:52:14,F
HAY2201,01/01/2016,32,78.65,02/01/2016 08:52:14,F
HAY2201,01/01/2016,33,73.11,02/01/2016 08:52:14,F
HAY2201,01/01/2016,34,73.03,02/01/2016 08:52:14,F
HAY2201,01/01/2016,35,67.33,02/01/2016 08:52:14,F
